Segmento,Segmento 1,Nome_Fantasia,Tel 1 ,Tel 2 ,Tel 3,Tel 4 ,Tel 5 ,Tel 6,E-mail ,Contato ,Rua ,Bairro ,Municipio ,UF ,CEP,ROTERIZAÇÃO ,Finalização ,__PowerAppsId__
"Estética","SAÚDE","Espaço Carol Rosa - Beleza, Estética e Bem-Estar","(21) 99282-3140",,,,,,,,"R. Benedito Nunes, 237","Outeiro das Pedras","Itaboraí","RJ","24800-041","-22.751695292838882, -42.87741093182643",,
"Ortopédicos ","TECNOLOGIA DA INFORMAÇÃO","ORTOFAWLER","(21) 3013-5565",,,,,,,," Av. Oliveira Belo, 683 - Loja B - Vila da Penha, Rio de Janeiro - RJ, 21221-300"," Vila da Penha","Rio de Janeiro","RJ","21221-300","-22.843970375251576, -43.30984373335178",,
,"TECNOLOGIA DA INFORMAÇÃO","Cyber Home Eletrônicos e Informática","(21) 98508-6712",,,,,,,,"R. Silva Rabêlo, 61","Méier","Rio de Janeiro","RJ","20735-080","-22.900089386796335, -43.28127863182279",,
"Estética ","SAÚDE","Estética & Saúde - Roxane Iack","(21) 98424-3998",,,,,,,,"Goulart - R. Edite Rocha Goularte, 19 - Quadra 5","Parque Elisabeth","São João de Meriti","RJ","25565-560","-22.78442680245894, -43.35028127045991",,
,"TECNOLOGIA DA INFORMAÇÃO","Supri Méier Informática Comercial Ltda","(21) 3979-0943",,,,,,,,"R. Fábio Luz, 447","Méier","Rio de Janeiro","RJ","20720-350","-22.909044224324088, -43.290717131822525",,
"Ortopédicos ","SAÚDE","MEDICAL SUCESSO","(21) 3546-2754",,,,,,,," Av. Vicente de Carvalho, 995 - Loja G ","Vila da Penha","Rio de Janeiro ","RJ","21210-623","-22.84956242540792, -43.30849502964584",,
,,"Info Braga","(21) 2269-0148",,,,,,,,"R. Dias da Cruz, 203 - Loja 5","Méier","Rio de Janeiro","RJ","20720-010","-22.903179988875415, -43.28236068949332",,
"Ortopédicos ",,"TECNOMEDI Irajá Produtos Médicos & Ortopédicos, Saúde & Bem Estar","(21) 3449-9531",,,,,,,,"Dentro do supermercado Mundial - Av. Monsenhor Félix, 1180 - Loja 111 ","Irajá","RIO DE JANEIRO","RJ","21235-112","-22.832706743561324, -43.3270258412848",,
"Ortopédicos ",,"Bralit - Produtos e Móveis Hospitalares - Maca Estética - Cama Hospitalar - Rio de Janeiro RJ","(21) 3391-6424",,,,,,,,"Av. Vicente de Carvalho, 491 - Vicente de Carvalho, Rio de Janeiro - RJ, 21371-121",,,,,,,
,,"Conexão Tecnológica","(21) 3593-7135",,,,,,,,"R. Leite Ribeiro, 57","Méier","Rio de Janeiro","RJ","20720-010","-22.903164254878753, -43.289208074152036",,
,,"Digitando Ponto Com Méier","(21) 3593-7135",,,,,,,,"R. Leite Ribeiro, 44 - Loja","Méier","Rio de Janeiro","RJ","20720-100","-22.903669859630234, -43.28901746065803",,
,,"Micro Game","(21) 3178-2162",,,,,,,,"R. Arquias Cordeiro, 324 - Loja 117","Méier","Rio de Janeiro","RJ","20770-000","-22.90157679004462, -43.277443718328804",,
"Ortopédicos ",,"Oxlab Hospitalar","(21) 99575-9988",,,,,,,,"R. José Maurício, 101 ","Penha","Rio de Janeiro","RJ","20540-003","-22.84055672128791, -43.27804534313767",,
"Tecnologia ",,"Rdo Informática","(21) 3868-3063",,,,,,,,"Av. Paris, 137 - Sala 301","Bonsucesso","Rio de Janeiro","RJ","21050-145","-22.866104756677675, -43.2534924588115",,
,,"Thor 4 Consultoria em Tecnologia e Informática","(21) 97094-9439",,,,,,,,"R. José Veríssimo, 5 - apt 102","Méier","Rio de Janeiro","RJ","20720-180","-22.9040339407919, -43.28494187415199",,
"Turismo","TURISMO","Giltur Agência de Viagens","(21) 2568-8344",,,,,,,,"Shopping 344, Rua Conde de Bonfim, 344, R. Santo Afonso, 215 - LOJA 201 ","Tijuca","Rio de Janeiro","RJ","20520-054","-22.923713136278806, -43.23271951648069",,
"Turismo ","TURISMO","CVC Shopping Tijuca","(21) 97672-2059",,,,,,,,"Av. Maracanã, 987 - Loja 1079B","Tijuca","Rio de Janeiro","RJ","20511-000","-22.921552124989837, -43.23607678731673",,
"Turismo","TURISMO","Premium Turismo","(21) 3178-4454",,,,,,,,"R. Des. Izidro, 29 B - Loja 44","Tijuca","Rio de Janeiro","RJ","20521-160","-22.925958214037944, -43.232794418005824",,
,,"CL Beauty Méier - Depilação a Laser e Estética Avançada","(21) 99747-2488",,,,,,,,"R. Carolina Meier, 18 - sala 202","Méier","Rio de Janeiro","RJ","20780-000","-22.901876455335437, -43.27628424531663",,
"Estética ",,"Lokabeleza Clínica de Estética","(21) 2560-2232",,,,,,,,"Rua Montevidéu, 1160 - Penha, Rio de Janeiro - RJ, 21020-290","Penha","Rio de Janeiro ","RJ","21020-290","-22.838108581123613, -43.27744411615464",,
"Turismo","TURISMO","Nattrip Agência de Turismo","(21) 96931-8893",,,,,,,,"Rua Barão de Mesquita, 857 Grupo 6 : 202","Tijuca","Rio de Janeiro","RJ","20540-215","-22.924824070665935, -43.25107867567803",,
"Estética ",,"Viva Bem","(21) 99977-5049",,,,,,,,"Rua Montevidéu, 1327 ","Penha","Rio de Janeiro","RJ","21020-290","-22.83945903213378, -43.27773534128485",,
,,"Royal Face","(21) 99598-7561",,,,,,,,"R. Oliveira, 07","Méier","Rio de Janeiro","RJ","20725-040","-22.902725142962076, -43.2815025857984",,
"Agência de Turismo","TURISMO","Léo Tavares Excursões","(21) 97320-3647",,,,,,,,"R. Santo Antônio, 1 -,&nbsp; - RJ,","São Cristóvão","Rio de Janeiro","RJ","20921-180","-22.88609644723083, -43.22678656065842",,
,,"Evelyn Esthetic Center","(21) 99138-0758",,,,,,,,"R. Dona Claudina, 56","Méier","Rio de Janeiro","RJ","20725-060","-22.904135409169033, -43.28437720113972",,
,,"Bella Estética Rio","(21) 98851-7898",,,,,,,,"R. Manuela Barbosa, 39 - sala 404/405","Méier","Rio de Janeiro","RJ","20735-110","-22.901345542746096, -43.28164988949338",,
"Agência de turismo","TURISMO","Jeep Tour","(21) 2108-5800",,,,,,,,"R. João Ricardo, 24","São Cristóvão","Rio de Janeiro","RJ","20910-040","-22.900922272063156, -43.22435890113994",,
"Tecnologia ",,"HDMI Informática","(21) 96661-3195",,,,,,,,"Av. Nova York, 380","Bonsucesso","Rio de Janeiro","RJ","21041-040","-22.864531839514083, -43.25104232017722",,
,,"MAHALO TERAPIAS E ESTÉTICA","(21) 95906-1500",,,,,,,,"Rua Dias da Cruz, 188. Sl 239 sobreloja","Méier","Rio de Janeiro","RJ","20720-012","-22.90267557500077, -43.28239112997527",,
"Agência de turismo","TURISMO","7 Quedas Viagens","(21) 96933-3901",,,,,,,,"R. São Cristóvão, 516","São Cristóvão","Rio de Janeiro","RJ","20940-000","-22.902609308810636, -43.21779978395081",,
"Tursimo","TURISMO","Conexão Turismo","(21) 2234-0022",,,,,,,,"Praça Saenz Peña, 45 Loja 336 - SHOPPING 45","Tijuca","Rio de Janeiro","RJ","20520-090","-22.92472163768244, -43.23214101218644",,
"Tecnologia ",,"R & L Informática","(21) 3903-9799",,,,,,,,"Rua Cardoso de Morais, 218 ST 01-02","Bonsucesso","Rio de Janeiro","RJ","21032-000","-22.861559396685216, -43.25444661463478",,
,,"Topíssima Depilação. Estética","(21) 2422-2642",,,,,,,,"R. Carolina Meier, Loja 6 C - Méier","Méier","Rio de Janeiro","RJ","20780-000","-22.902234355752512, -43.27649490113977",,
"Agência de turismo","TURISMO","MR Agência de Viagens","(21) 2116-0719",,,,,,,,"R. Gen. Bruce","São Cristóvão","Rio de Janeiro","RJ","20921-030","-22.895094293619895, -43.22227257599964",,
"Turismo","TURISMO","Voyager Club","(21) 3563-1686",,,,,,,,"R. Ferdinando Laboriau, 175","Tijuca","Rio de Janeiro","RJ","20530-550","-22.932073756852503, -43.24831118546358",,
"Estetica ",,"Lepeal Estética","(21) 98119-9629",,,,,,,,"R. Cintra, 304 ","Penha Circular","Rio de Janeiro ","RJ","21011-520","-22.830309835844368, -43.28184095662955",,
,,"Maison Meyer Beleza e Estética","(21) 4137-9589",,,,,,,,"R. Cel. Cota, 25","Méier","Rio de Janeiro","RJ","20735-280","-22.90322367795897, -43.28773135511552",,
"Turismo ","TURISMO","CI Intercâmbio","(21) 3429-4606",,,,,,,,"R. Barão de Mesquita, 186","Tijuca","Rio de Janeiro","RJ","20540-006","-22.920953987349133, -43.23217332964459",,
"Agência de turismo","TURISMO","Trip Rio","(21) 98258-1718",,,,,,,,"R. Fonseca Téles, 50 - Casa 2","São Cristóvão","Rio de Janeiro","RJ","20940-200","-22.902613007061927, -43.22015545881052",,
,,"Espaço Beauty Diamante - Meier","(21) 97939-3328",,,,,,,,"R. Dias da Cruz, 28","Méier","Rio de Janeiro","RJ","20720-012","-22.90158867317961, -43.278970877846966",,
"Estética ",,"Karol Carvalho Estética","(21) 98397-5458",,,,,,,,"Rua Montevidéu, 1251 - sala 101","Penha","Rio de Janeiro","RJ","21020-290","-22.839033745218792, -43.27725275848218",,
"Turismo ","TURISMO","Guiando seu Destino","(21) 98059-4830",,,,,,,,"R. Uruguai, 245 - apt 301 -","Tijuca","Rio de Janeiro","RJ","20510-060","-22.92748926643931, -43.24406213149735",,
"Tecnologia ",,"Workway Informática","(21) 2573-7753",,,,,,,,"Localizada na Galeria 59, em frete ao Bonsucesso Futebol Clube - Av. Teixeira de Castro, 59 - loja G","Bonsucesso","Rio de Janeiro","RJ","21040-115","-22.861589096702577, -43.254157104835876",,
"Turismo ","TURISMO","4 Cantos Câmbio e Turismo","(21) 2569-9333",,,,,,,,"Av. Maracanã, 987 Piso L0, Loja 49","Tijuca","Rio de Janeiro","RJ","20511-000","-22.921715261983206, -43.23525942197229",,
"Estética ",,"Thaiane Oliveira Clínica Estética & Embelezamento","(21) 97116-2718",,,,,,,,"Av. Brás de Pina, 139 - sl 201","Penha","Rio de Janeiro ","RJ","21070-031","-22.841570685148046, -43.27936440266288",,
"Turismo","TURISMO","Pequenos Detalhes Turismo","(21) 3563-2555",,,,,,,,"Centro Comercial Saens Peña - Rua Conde de Bonfim, 310 - Sala 903","Tijuca","Rio de Janeiro","RJ","20520-054","-22.923058924706037, -43.23178320451419",,
"Agência de turismo","TURISMO","Rhil Brasil Viagens e Turismo","(21) 3796-9210",,,,,,,,"R. Gerontia, 3","São Cristóvão","Rio de Janeiro","RJ","20940-120","-22.90286409043447, -43.217446229975145",,
,,"Studio D+ Salão de Beleza Méier","(21) 3511-2404",,,,,,,,"R. Carolina Meier, 63","Méier","Rio de Janeiro","RJ","20780-000","-22.900610037050924, -43.2759431164813",,
"Turismo","TURISMO","Florencios Tour","(21) 97514-4771",,,,,,,,"R. Barão de Itapagipe, 385","Tijuca","Rio de Janeiro","RJ","20261-005","-22.92298436438908, -43.216801271972166",,
"Estética ",,"Clínica Andressa Farias","(21) 99195-4054",,,,,,,,"R. Nicarágua, 630 - Sala 902 ","Rio de Janeiro","Penha","RJ","21020-050","-22.837618288481053, -43.28020864499065",,
,,"Regina Barreiros - Estética Facial e Corporal","(21) 98300-0725",,,,,,,,"R. Dias da Cruz, 140 - sala,203","Méier","Rio de Janeiro","RJ","20720-012","-22.90213352487078, -43.2814104588106",,
"Tecnologia ",,"LojasCom","(21) 2260-3007",,,,,,,,"Av. Nova York, 138 B","Bonsucesso","Rio de Janeiro","RJ","21041-040","-22.865188054943953, -43.25317903182358",,
"Turismo ","TURISMO","CVC Conde de Bonfim","(21) 98055-5169",,,,,,,,"Galeria 685, Rua Conde de Bonfim, 685 - Loja E","Tijuca","Rio de Janeiro","RJ","20520-052","-22.932095843443346, -43.240302687316586",,
"Estética ",,"Nina Alves Esteticista","(21) 98000-1989",,,,,,,,"Rua Guaianases, 25","Penha","Rio de Janeiro"," RJ","21020-370","-22.837046928628908, -43.2814421296462",,
"Turismo ","TURISMO","Rio Running Tour","(21) 96855-7955",,,,,,,,"R. Maestro Vila Lobos, 123","Tijuca","Rio de Janeiro","RJ","20260-220","-22.92158353333538, -43.2164475143",,
"Estética",,"Espaço Foxxy - Clinica Estética e Esmalteria","(21) 2146-6786",,,,,,,,"R. São Cristóvão, 516 - loja 1 E","São Cristóvão","Rio de Janeiro","RJ","20940-000","-22.899251616047312, -43.22281272811054",,
"Turismo","TURISMO","POINT Travel - Filial Tijuca Tênis Clube","(21) 2298-2006",,,,,,,,"Rua Conde de Bonfim, 451","Tijuca","Rio de Janeiro","RJ","20520-051","-22.926645702930944, -43.23484420266124",,
"Tecnologia ",,"Dgtec Informática","(21) 98814-6729",,,,,,,,"Av. Roma, 336 - 2 ANDAR","Bonsucesso","Rio de Janeiro","RJ","21041-060","-22.864654839737714, -43.250088547165035",,
"Estética",,"Spa do Corpo","(21) 97023-3242",,,,,,,,"Rua Bela 349 - 1 piso sala 02","São Cristóvão","Rio de Janeiro","RJ","20930-381","-22.891925740811644, -43.22203918764612",,
"Turismo","TURISMO","Cvc","(21) 99923-1561",,,,,,,,"Av. Brás de Pina, 15 -0 Loja 130 ","Penha","Rio de Janeiro","RJ"," 21070-032","-22.842249998499703, -43.27694554313758",,
"Tecnologia ",,"Ceres Assistência de Informática - Computador, Notebook e Celular - Bonsucesso RJ","(21) 3547-8620",,,,,,,,"Rua Cardoso de Morais, 145 - Sala 411","Bonsucesso","Rio de Janeiro","RJ","21032-025","-22.862796636358805, -43.2542827453177",,
"Ortopédico",,"TECNOMEDI Meier Produtos Médicos & Ortopédicos, Saúde & Bem Estar","(21) 2597-3456",,,,,,,,"R. Dias da Cruz, 303 - loja B","Méier","Rio de Janeiro","RJ","20720-010","-22.90385495993346, -43.28481183335072",,
"Turismo ","TURISMO","B & F Turismo","(21) 97399-5772",,,,,,,,"Rua Montevidéu, 1032 - sala 01"," Penha"," Rio de Janeiro","RJ","21020-290","-22.83703316516799, -43.27675196033524",,
,,"Orto&Cia","(21) 96609-5967",,,,,,,,"R. Silva Rabêlo, 61 - loja D","Méier","Rio de Janeiro","RJ","20735-130","-22.900039970584874, -43.28127863182279",,
"Tecnologia ",,"INFOR 307 - Manutenção de celular (troca de conector de carga USB), e notebooks e PCs por envio.","(21) 93500-9682",,,,,,,,"Rua Engenheiro Manoel Segurado, Garagem, 307 - Bonsucesso, Rio de Janeiro - RJ,","Bonsucesso","Rio de Janeiro","RJ","21061-600","-22.86461163965913, -43.263760662506535",,
"Turismo ","TURISMO","RIO40GRAUS TURISMO RECEPTIVO RJ","(21) 97549-1902",,,,,,,,"R. Cuba, 379 - Sobreloja ","Penha","Rio de Janeiro","RJ","21020-160","-22.82897226330226, -43.27708704128489",,
"Estética",,"Espaço Papillon Saúde Estética e Bem Estar","(21) 97235-8682",,,,,,,,"R. Alm. Baltazar, 333 - Sala 429","São Cristóvão","Rio de Janeiro","RJ","20941-150","-22.906835247437364, -43.22074941648121",,
,,"Lugar do Médico","(21) 3979-2312",,,,,,,,"R. Dias da Cruz, 588 - Loja H","Méier","Rio de Janeiro","RJ","20720-013","-22.904935376025122, -43.29173144531651",,
"Tecnologia ",,"JVD Inforte","(21) 3882-5705",,,,,,,,"Shopping Comercial, Rua Cardoso de Morais, 218 - Box 03","Bonsucesso","Rio de Janeiro","RJ","21032-000","-22.86139133380357, -43.25446807230549",,
"Estética ",,"Denise Adonai - Estética e Beleza","(21) 2568-4209",,,,,,,,"Rua Conde de Bonfim, 116 - sala 714","Tijuca","Rio de Janeiro","RJ","20520-053","-22.924620937543015, -43.22514920266124",,
"Estética",,"Espaço Oriental Saúde e Estética","(21) 98743-7538",,,,,,,,"R. Sen. Alencar, 175","São Cristóvão","Rio de Janeiro","RJ","20931-670","-22.894007697185963, -43.22413719929251",,
"Estetica",,"Spaço Martha Martins Estética","(21) 96734-2081",,,,,,,,"Rua Conde de Bonfim, 255 - Salas 201/202","Tijuca","Rio de Janeiro","RJ","20520-051","-22.923588236112383, -43.22978983335027",,
"Estética ",,"Rio Arte Estética","(21) 2215-1805",,,,,,,,"R. Santo Afonso, 153 - Tijuca","Tijuca","Rio de Janeiro","RJ","20511-170","-22.922707874440572, -43.23241326033353",,
"Tecnologia ",,"Caçadini recargas","(21) 3566-0085",,,,,,,,"Av. Teixeira de Castro, 42","Bonsucesso","Rio de Janeiro","RJ","21040-112","-22.86149475972852, -43.253659843470054",,
"Estética ",,"Clínica de Estética Point do Corpo","(21) 2567-6559",,,,,,,,"Sub Solo - Pr. Saenz Peña, N 45 - Loja 124","Tijuca","Rio de Janeiro","RJ","20520-090","-22.924627137551585, -43.23194101615284",,
"Estética",,"Cleide Aguiar Estéticista","(21) 99620-9501",,,,,,,,"R. Fonseca Téles, 145 - sala 214","São Cristóvão","Rio de Janeiro","RJ","20940-200","-22.901492722387154, -43.22248132997514",,
"Estética ",,"Pró-Corpo Estética Avançada - Tijuca","(21) 3648-3814",,,,,,,,"Rua Conde de Bonfim, 85","Tijuca","Rio de Janeiro","RJ","20520-050","-22.9241714628108, -43.223850275678004",,
,,"RioBrasTur","(21) 2597-5458",,,,,,,,"R. Dias da Cruz, 155 - Sala 411","Méier","Rio de Janeiro","RJ","20720-010","-22.902515742550243, -43.28147010483474",,
"Estética ",,"Centro de Estética - Tijuca","(21) 99629-0000",,,,,,,,"Rua Conde de Bonfim, 211","Tijuca","Rio de Janeiro","RJ","20520-055","-22.92412263685264, -43.228165529644315",,
"Tecnologia ",,"Claysany","(21) 2260-6936",,,,,,,,"R. Bonsucesso, 197 - Loja B","Bonsucesso","Rio de Janeiro","RJ","21040-320","-22.86291656623103, -43.25272646065907",,
"Estética",,"Espaço JK Pilates e Estética","(21) 3073-7894",,,,,,,,"R. São Cristóvão, 516 - loja 1v","São Cristóvão","Rio de Janeiro","RJ","20940-000","-22.907324848186445, -43.21786311648111",,
"Estética ",,"Estética na Tijuca","(21) 98122-7178",,,,,,,,"Largo da segunda-feira - Rua Conde de Bonfim, 10 - bloco 1 , sala 712","Tijuca","Rio de Janeiro","RJ","20520-053","-22.921725278483798, -43.221480516152724",,
,,"CVC Méier","(21) 99641-9110",,,,,,,,"R. Dias da Cruz, nº 188 - Loja 115","Méier","Rio de Janeiro","RJ","20720-900","-22.901817122859697, -43.28270424162158",,
"Estética ",,"Centro de estética Mari Fontes","(21) 96822-7081",,,,,,,,"Rua Conde de Bonfim, 44 - sala 303","Tijuca","Rio de Janeiro","RJ","20520-053","-22.92282797192224, -43.22319984498889",,
"Estética",,"Salon Space","(21) 3585-0800",,,,,,,,"A, R. São Luiz Gonzaga, 24","São Cristóvão","Rio de Janeiro","RJ","20910-060","-22.89952381913556, -43.22313314716409",,
"Estética ",,"Vip Clinique Estetica - Tijuca","(21) 99975-7799",,,,,,,,"R. Barão de Mesquita, 195 - loja f","Tijuca","Rio de Janeiro","RJ","20540-001","-22.9209669507768, -43.23169407197239",,
"Estética ",,"LA Estética","(21) 99797-9295",,,,,,,,"R. Guajaratuba, 51","Tijuca","Rio de Janeiro","RJ","20511-300","-22.933568907587663, -43.24455925848032",,
,,"KMV Turismo e Viagens","(21) 98993-1644",,,,,,,,"R. Ana Barbosa, 25","Méier","Rio de Janeiro","RJ","20735-120","-22.90124263774213, -43.28130733551772",,
"Estética ",,"Bellus Estética Avançada - Tijuca","(21) 2018-4220",,,,,,,,"R. Haddock Lobo, 210 - Sala 516","Tijuca","Rio de Janeiro","RJ","20520-055","-22.918097218944837, -43.21315516033367",,
"Estética ",,"Graciosa Estética e Embelezamento do Olhar","(21) 99883-1912",,,,,,,,"R. Monsenhor Brito, 39 - Casa 8","Bonsucesso","Rio de Janeiro","RJ","21041-130","-22.868728716730907, -43.249473845317326",,
,,"ZOAR Turismo & Eventos","(21) 97105-2963",,,,,,,,"R. Visc. de Tocantins, 27 - apto 705","Méier","Rio de Janeiro","RJ","20775-070","-22.89733713347557, -43.28034250483503",,
"Estética ",,"Armonie Estética Avançada","(21) 98653-2391",,,,,,,,"Rua Conde de Bonfim, 10 - sala D -","Tijuca","Rio de Janeiro","RJ","20520-053","-22.9220607870207, -43.22191016033356",,
"Estética",,"Espaço Veronica Cardoso","(21) 98668-2533",,,,,,,,"R. Francisco Eugênio, 268 - Sala 437","São Cristóvão","Rio de Janeiro","RJ","20941-120","-22.90680963013413, -43.218459831822564",,
"Estética ",,"Ei, Bonita Clinic - Estética Avançada Tijuca","(21) 96767-2942",,,,,,,,"Rua Conde de Bonfim, 375 - Sala 703","Tijuca","Rio de Janeiro","RJ","20520-051","-22.92506001955801, -43.23379631800573",,
"Estética",,"Salão Elimar","(21) 3860-4768",,,,,,,,"R. São Cristóvão, 516","São Cristóvão","Rio de Janeiro","RJ","20940-000","-22.902676656268106, -43.2180807913409",,
"Informática ",,"Info RM","(21) 3341-6464",,,,,,,,"Av. Brás de Pina, 929 - loja C","Penha Circular","Rio de Janeiro","RJ","21210-670","-22.83947715688741, -43.29716646218793",,
"Estética ",,"Sheila Duarte Estética","(21) 98122-0501",,,,,,,,"Rua Conde de Bonfim, 289A - Sala 402","Tijuca","Rio de Janeiro","RJ","20520-051","-22.94488274579029, -43.253992712446674",,
"Informática ",,"Bugfree do Brasil",,,,,,,,,"Av. Lusitânia, 306","Penha Circular","Rio de Janeiro","RJ","21011-630","-22.82786872681519, -43.278452489171556",,
"Estética ",,"Estética Claudia Micelli","(21) 99532-8807",,,,,,,,"Rua Conde de Bonfim, 344 - Sala 402/bloco 2","Tijuca","Rio de Janeiro","RJ","20520-054","-22.923596317637156, -43.23280874684183",,
"Estética",,"Studio 175","(21) 3557-2500",,,,,,,,"R. Sen. Alencar, 175","São Cristóvão","Rio de Janeiro","RJ","20921-430","-22.894057074673267, -43.22436252303729",,
"Informática ",,"Vida Digital","(21) 2270-0513",,,,,,,,"R. José Maurício, 339 -","Penha","Rio de Janeiro","RJ","21070-150","-22.840096733060566, -43.27978647753266",,
"Estética ",,"Espaço Mulher Bonsucesso","(21) 3864-4437",,,,,,,,"Av. Guilherme Maxwel, 547 - Sala 209","Bonsucesso","Rio de Janeiro","RJ","21042-111","-22.86456476933517, -43.253624268610444",,
"Estética ",,"Cida Amorim Estética Facial e Corporal","(21) 98863-5475",,,,,,,,"Rua Conde de Bonfim, 310 - Salas 603 e 604","Tijuca","Rio de Janeiro","RJ","20520-054","-22.923000027523432, -43.23158545848051",,
"Estética",,"JD Podologia e Estética","(21) 3860-9484",,,,,,,,"R. São Cristóvão, 516","São Cristóvão","Rio de Janeiro","RJ","20940-001","-22.902688373242537, -43.218003631822626",,
"Estética ",,"Clínica de Estética Dra Cassie Martins - Tijuca","(21) 98360-8686",,,,,,,,"R. Haddock Lobo, 210 - sala 212","Tijuca","Rio de Janeiro","RJ","20260-141","-22.91836482976217, -43.213106171972186",,
"Informática ",,"CI Tech Informática","(21) 2481-8446",,,,,,,,"Av. Vicente de Carvalho, 816 - loja B","Vila da Penha","Rio de Janeiro","RJ","21220-000","-22.851757204240585, -43.31134783149879",,
"Informática ",,"Bufalo Tech","(21) 3439-8147",,,,,,,,"Av. Vicente de Carvalho, 995 - Loja Q","Vila da Penha","Rio de Janeiro","RJ","21210-623","-22.84962174690479, -43.30868814869624",,
"Estética",,"Studio Monique Manuele","(21) 97946-1646",,,,,,,,"R. São Luiz Gonzaga, 468","São Cristóvão","Rio de Janeiro","RJ","20910-060","-22.89930225295151, -43.227102716481205",,
"Informática ",,"Raízes Infográfica","(21) 2481-3308",,,,,,,,"Av. Vicente de Carvalho, 1117 - Loja A -","Vila da Penha","Rio de Janeiro","RJ","21210-623","-22.848149735736087, -43.30670566033494",,
"Informática ",,"SMART PLANET - Loja e Assistência técnica de Celulares e Tablet's","(21) 99926-3255",,,,,,,,"R. Dona Maria Enfermeira, 162 - Vicente de Carvalho, Rio de Janeiro - RJ, 21371-580",,,,,,,
"Informática ",,"Jp informática",,,,,,,,,"Avenida Vicente de Carvalho1068 Loja12 ","Vila Kosmos","Rio de Janeiro ","RJ","21210-024","-22.846003712276318, -43.305389201677485",,
"Informática ",,"Kalunga","(11) 3346-9966",,,,,,,,"Av. Vicente de Carvalho, 909 -","Vila da Penha","Rio de Janeiro","RJ","21210-000","-22.849612225502135, -43.3112822854651",,
"Estética ",,"Clínica Imponence","(21) 98333-1956",,,,,,,,"Rua Conde de Itaguaí, 28","Tijuca","Rio de Janeiro","RJ","20511-200","-22.92719370361028, -43.23689320451408",,
"Informática ",,"iPlace : iPhone, iPad, Macbook, AirPods, Rio de Janeiro RJ","(21) 3900-1740",,,,,,,," Av. Vicente de Carvalho, 909 - Lojas 55","Vila da Penha"," Rio de Janeiro","RJ"," 21210-623","-22.849612225502135, -43.3112822854651",,
"Estética ",,"Flor da Pele","(21) 3234-2890",,,,,,,,"R. Carlos Vasconcelos, 100 ","Tijuca","Rio de Janeiro","RJ","20521-050","-22.924839745612406, -43.230072965321035",,
"Informática ",,"Free Celular","(21) 99658-2926",,,,,,,,"Ao lado da igreja da graça - Av. Vicente de Carvalho, 808 - Loja A - Vicente de Carvalho, Rio de Janeiro - RJ, 21210-000",,,,,,,
"Ortopédicos",,"Entriflex Produtos Médicos","(21) 2214-2353",,,,,,,,"Campo São Cristóvão 617 - sl 204","São Cristóvão","Rio de Janeiro","RJ","20921-440","-22.899253435838222, -43.22278532997525",,
"Estética ",,"UP Estética Integrada","(21) 3079-7671",,,,,,,,"R. Barão de Mesquita, 727 - Sala 207 -","Tijuca","Rio de Janeiro","RJ","20540-195","-22.92649050926492, -43.246996458480616",,
"Turismo ","TURISMO","CVC Carioca Shopping","(21) 3391-1880",,,,,,,,"Av. Vicente de Carvalho, 909 - Loja 103 - Parte, Rio de Janeiro - RJ, 21210-000",,,,,,,
"Estética ",,"ESTÉTICA RUTH MARTINS - Limpeza de pele -Micropigmentação - Extensão de Cílios - Sobrancelhas","(21) 96921-0762",,,,,,,,"Rua Conde de Bonfim, 112 ","Tijuca","Rio de Janeiro","RJ","20520-053","-22.924730981989782, -43.22507748916958",,
"Informática ",,"Tix Turismo Vicente de Carvalho","(21) 99945-6478",,,,,,,,"Estamos atendendo somente Online - Presencial a agendar - Av. Vicente de Carvalho, 589 - Vicente de Carvalho, Rio de Janeiro - RJ, 21371-147",,,,,,,
"Informática ",,"Na Carona da Rachel","(21) 98995-2430",,,,,,,,"Av. Vicente de Carvalho, 909 - Vicente de Carvalho, Rio de Janeiro - RJ, 21210-000",,,,,,,
"Estética ",,"Clínica de Estética GiOlaser - Depilação a Laser","(21) 97466-0303",,,,,,,,"R. Pinto de Figueiredo, 43","Tijuca","Rio de Janeiro","RJ","20511-240","-22.925623140868463, -43.23539270080833",,
"Ortopédicos",,"Flexmed Comércio de Material Hospitalar","(21) 2671-3575",,,,,,,,"R. Bela, 381","São Cristóvão","Rio de Janeiro","RJ","20930-381","-22.89172717282723, -43.22225853182297",,
"Turismo ","TURISMO","RT TURISMO E EVENTOS","(21) 3352-3575",,,,,,,,": Praça Nossa Sra. da Apresentação, 223 - Sala 206 - Irajá, Rio de Janeiro - RJ, 21231-000"," Irajá","Rio de Janeiro","RJ","21231-000","-22.83019657192857, -43.32688160451599",,
"Ortopedica",,"TECNOMEDI Tijuca Produtos Médicos & Ortopédicos, Saúde & Bem Estar","(21) 2567-2320",,,,,,,,"R. Santo Afonso, 445 - Loja A"," Tijuca"," Rio de Janeiro","RJ"," 20511-170","-22.92429033708497, -43.234902962186474",,
"Ortopédica ",,"Ortholoc Tijuca","(21) 96863-5568",,,,,,,,"Rua Conde de Bonfim, 685 - loja f","Tijuca","Rio de Janeiro","RJ","20520-052","-22.932414237953278, -43.240418675677674",,
